Sample,Study,Disease/Tissue,TNF,MS4A1,EGFR,VEGFA,ERBB2,CTLA4,PDCD1,IL6,TNFSF11,PCSK9
TCGA-C5-A905-01,TCGA,Cervical & Endocervical Cancer,2.548,4.623,11.24,12.79,14.17,5.292,5.538,2.39,2.548,11.75
GTEX-YJ8A-1726-SM-5P9IQ,GTEX,Colon,4.533,8.679,11.47,12.07,11.68,5.534,4.868,9.371,4.402,5.469
TCGA-D8-A1J9-01,TCGA,Breast Invasive Carcinoma,4.927,2.262,8.278,12.45,18.41,5.844,4.138,2.398,4.628,4.682
GTEX-X261-3126-SM-4PQZC,GTEX,Brain,1.429,2.958,8.79,11.63,8.589,1.429,0.0,2.603,0.0,10.83
TCGA-Q1-A5R2-01,TCGA,Cervical & Endocervical Cancer,6.524,2.388,11.86,11.86,13.08,6.976,8.042,4.221,4.602,10.44
TCGA-IB-AAUR-01,TCGA,Pancreatic Adenocarcinoma,6.826,13.66,11.13,12.87,11.86,8.78,9.326,9.214,8.283,9.036
GTEX-13NYB-0011-R6b-SM-5MR51,GTEX,Brain,2.641,2.301,11.14,10.68,10.38,1.208,3.677,3.945,0.0,4.619
TCGA-HU-A4GH-01,TCGA,Stomach Adenocarcinoma,4.93,7.61,11.98,12.94,18.71,6.102,4.832,4.353,7.868,10.76
GTEX-P78B-1626-SM-5SI85,GTEX,Muscle,2.11,0.0,10.15,13.26,9.749,0.0,2.11,3.657,1.411,0.0
TCGA-2X-A9D5-01,TCGA,Testicular Germ Cell Tumor,6.974,9.688,8.837,9.602,10.54,7.51,8.16,7.471,1.733,8.99
TCGA-DD-AADY-01,TCGA,Liver Hepatocellular Carcinoma,1.867,0.0,12.2,12.59,7.761,3.536,2.655,1.217,1.217,10.18
GTEX-13G51-3126-SM-5IJG7,GTEX,Brain,1.134,2.531,9.001,11.61,9.089,1.761,0.0,1.134,0.0,12.56
TCGA-HU-A4GT-01,TCGA,Stomach Adenocarcinoma,4.391,5.435,11.01,11.58,12.79,5.861,5.818,7.079,7.325,11.25
GTEX-13QIC-1526-SM-5IJFL,GTEX,Ovary,0.0,3.002,11.71,10.75,11.43,1.738,3.198,2.774,0.0,4.383
TCGA-HT-7692-01,TCGA,Brain Lower Grade Glioma,6.854,1.19,14.73,9.62,10.01,0.0,1.547,2.165,0.0,1.833
GTEX-13RTJ-0011-R7b-SM-5P9JS,GTEX,Brain,1.116,0.0,11.16,10.96,10.44,1.116,3.791,4.299,0.0,3.001
TCGA-CF-A3MI-01,TCGA,Bladder Urothelial Carcinoma,4.014,1.662,10.7,13.05,14.09,4.278,3.806,5.893,5.281,2.414
TCGA-DJ-A2Q1-01,TCGA,Thyroid Carcinoma,6.262,8.58,11.75,11.1,13.03,6.837,7.084,9.68,8.76,2.989
TCGA-B0-5099-01,TCGA,Kidney Clear Cell Carcinoma,5.157,3.395,13.67,17.6,12.94,3.299,3.084,9.439,6.415,0.0
TCGA-G4-6628-01,TCGA,Colon Adenocarcinoma,6.299,6.357,11.19,11.46,12.81,7.938,7.51,7.867,2.289,11.13
TCGA-YD-A9TA-06,TCGA,Skin Cutaneous Melanoma,5.844,9.014,13.08,12.42,9.892,7.087,7.145,7.647,5.013,4.323
TCGA-61-1914-01,TCGA,Ovarian Serous Cystadenocarcinoma,9.166,2.758,10.23,12.9,13.81,5.319,5.093,7.092,0.7828,3.374
TCGA-CZ-5988-01,TCGA,Kidney Clear Cell Carcinoma,3.389,4.961,14.84,16.07,12.02,4.045,4.792,8.22,2.98,0.8965
GTEX-XV7Q-1126-SM-4BRVS,GTEX,Esophagus,3.594,4.957,11.94,13.27,13.2,6.266,5.857,5.817,2.058,8.381
TCGA-29-1705-01,TCGA,Ovarian Serous Cystadenocarcinoma,8.056,3.276,10.54,12.99,12.85,3.53,4.339,3.366,2.72,3.45
GTEX-ZPIC-1126-SM-5BC7F,GTEX,Breast,2.155,3.351,13.22,12.56,11.09,5.658,4.653,6.761,1.723,1.105
TCGA-77-7338-01,TCGA,Lung Squamous Cell Carcinoma,7.123,7.793,14.07,12.69,12.43,5.672,5.508,9.783,6.023,11.55
TCGA-EM-A22K-01,TCGA,Thyroid Carcinoma,3.214,3.613,10.87,15.05,12.89,2.519,5.189,4.691,1.472,0.0
GTEX-WL46-0011-R2A-SM-3LK6O,GTEX,Brain,4.011,2.903,10.54,10.21,9.742,2.903,2.903,2.412,0.0,3.687
GTEX-RU72-0011-R8A-SM-2TF61,GTEX,Brain,3.637,1.949,9.332,11.3,9.357,5.998,3.637,5.142,5.998,4.578
TCGA-E2-A150-01,TCGA,Breast Invasive Carcinoma,6.092,6.536,17.48,14.98,12.51,7.04,5.113,5.36,4.438,6.092
GTEX-12WSN-0826-SM-5GCOF,GTEX,Pancreas,2.324,2.324,12.22,12.88,11.99,3.172,4.758,3.703,2.81,8.347
TCGA-AR-A251-01,TCGA,Breast Invasive Carcinoma,8.599,6.983,13.57,12.19,12.47,6.188,4.078,8.723,5.403,4.944
TCGA-EL-A3GR-01,TCGA,Thyroid Carcinoma,3.296,4.743,13.92,14.08,14.0,5.359,3.865,11.4,5.285,5.473
GTEX-OXRP-0126-SM-48TDI,GTEX,Skin,4.746,3.104,13.69,12.47,12.9,3.339,4.573,6.662,0.0,7.184
TCGA-SR-A6MX-05,TCGA,Pheochromocytoma & Paraganglioma,1.18,0.0,5.793,11.56,10.55,3.103,3.9,3.772,0.0,1.18
TCGA-SR-A6MX-06,TCGA,Pheochromocytoma & Paraganglioma,0.8251,0.0,7.861,13.2,10.41,0.8251,1.347,1.729,0.0,0.0
TCGA-51-6867-01,TCGA,Lung Squamous Cell Carcinoma,5.09,5.957,13.51,12.58,12.57,6.547,6.891,9.083,3.145,6.521
TCGA-UD-AAC6-01,TCGA,Mesothelioma,3.556,4.435,12.61,11.84,12.4,5.273,5.753,6.023,2.198,9.667
TCGA-SR-A6MX-01,TCGA,Pheochromocytoma & Paraganglioma,2.783,1.423,8.134,12.9,10.54,0.0,2.379,3.357,0.0,2.125
GTEX-13O3P-1126-SM-5L3FG,GTEX,Artery,2.488,4.162,11.01,13.28,12.74,3.353,2.488,8.922,0.0,0.0
TCGA-TQ-A7RM-01,TCGA,Brain Lower Grade Glioma,5.186,0.5772,13.3,11.36,10.54,0.9882,0.5772,1.569,0.0,3.149
TCGA-MU-A51Y-01,TCGA,Cervical & Endocervical Cancer,4.322,7.593,12.45,12.31,14.06,7.66,7.912,3.678,5.61,9.673
GTEX-SIU8-0926-SM-5SI87,GTEX,Lung,8.463,8.337,10.58,12.79,10.87,7.388,7.329,9.296,1.882,7.216
TCGA-AO-A128-01,TCGA,Breast Invasive Carcinoma,7.906,8.901,11.93,12.01,13.27,9.363,10.03,7.451,3.551,5.154
TCGA-DG-A2KH-01,TCGA,Cervical & Endocervical Cancer,7.217,4.967,10.56,12.16,13.18,4.815,3.844,3.798,6.834,10.56
GTEX-139D8-2526-SM-5N9G3,GTEX,Uterus,1.937,1.937,10.88,13.62,11.88,1.937,4.168,1.53,0.0,5.699
GTEX-13N2G-0011-R11a-SM-5MR3F,GTEX,Brain,1.719,1.102,10.09,10.85,8.688,2.977,1.102,0.0,0.0,11.23
GTEX-148VJ-0326-SM-5QGQE,GTEX,Muscle,0.0,2.437,12.15,14.13,9.855,3.832,2.93,7.917,0.0,2.437
TARGET-50-PAJNVX-01,TARGET,Wilms Tumor,1.386,2.546,13.57,10.41,11.51,4.144,3.264,4.034,3.343,5.168
TCGA-D5-6534-01,TCGA,Colon Adenocarcinoma,6.807,7.529,12.36,12.02,12.7,8.245,7.734,7.477,8.506,8.305
TCGA-ER-A19F-06,TCGA,Skin Cutaneous Melanoma,5.131,3.919,5.46,10.21,12.15,4.386,5.83,2.892,1.836,4.472
GTEX-ZAK1-0626-SM-5HL8E,GTEX,Skin,5.463,2.714,13.37,11.38,13.64,5.594,2.371,3.26,2.371,6.756
GTEX-12WSM-1426-SM-5GCPA,GTEX,Colon,2.771,2.169,11.17,10.65,11.12,3.662,2.169,6.987,1.115,1.736
TCGA-E8-A2JQ-11,TCGA,Thyroid Carcinoma,6.648,13.24,11.48,13.6,12.81,8.337,10.09,8.136,6.946,2.13
GTEX-13OW6-3126-SM-5L3IA,GTEX,Pituitary,3.104,3.104,9.884,11.35,10.78,3.104,5.285,7.554,2.014,2.475
GTEX-13OW8-1826-SM-5L3H1,GTEX,Artery,5.275,3.708,12.49,12.29,12.22,5.095,4.562,6.916,0.0,3.865
GTEX-ZVZQ-0011-R6b-SM-57WAY,GTEX,Brain,0.0,3.85,12.09,11.04,10.7,2.593,2.593,3.468,0.0,4.884
TCGA-VS-A8EB-01,TCGA,Cervical & Endocervical Cancer,7.131,1.859,13.79,13.8,12.58,6.001,5.336,8.136,6.33,10.37
GTEX-12WS9-0826-SM-59HJX,GTEX,Heart,3.587,2.832,10.25,14.72,11.89,3.727,7.196,7.905,1.153,2.832
GTEX-ZVT3-0011-R5a-SM-51MSI,GTEX,Brain,1.463,3.733,11.77,10.67,11.1,2.648,5.746,4.677,0.0,2.174
TCGA-EB-A4XL-01,TCGA,Skin Cutaneous Melanoma,5.622,7.354,10.57,10.94,11.88,6.811,6.86,5.057,3.572,8.873
GTEX-11OC5-0326-SM-5PNW5,GTEX,Muscle,0.0,1.52,10.94,12.96,12.12,1.52,2.724,7.022,0.0,0.0
TCGA-V4-A9F1-01,TCGA,Uveal Melanoma,4.349,1.145,6.96,9.251,10.97,1.145,2.937,3.047,0.0,0.0
TCGA-FY-A40L-01,TCGA,Thyroid Carcinoma,5.043,6.324,11.7,13.02,13.38,6.202,5.637,6.667,5.815,2.799
TCGA-AF-5654-01,TCGA,Rectum Adenocarcinoma,4.865,2.362,10.69,12.83,12.24,5.615,4.064,7.26,6.254,11.32
TCGA-4Z-AA84-01,TCGA,Bladder Urothelial Carcinoma,3.736,5.395,11.46,12.01,13.35,4.585,3.546,7.425,3.07,3.328
TCGA-55-7570-01,TCGA,Lung Adenocarcinoma,3.999,5.237,7.117,11.87,11.59,10.39,6.316,7.046,5.799,3.78
TCGA-78-7163-01,TCGA,Lung Adenocarcinoma,3.214,6.29,12.28,11.46,12.44,3.991,4.781,3.953,1.91,0.0
TCGA-2Y-A9GS-01,TCGA,Liver Hepatocellular Carcinoma,4.684,2.356,11.61,12.18,11.78,5.251,3.648,1.405,5.312,11.21
GTEX-13112-3126-SM-5IFGP,GTEX,Pituitary,1.83,3.784,9.223,9.893,10.37,2.885,6.857,2.885,2.611,3.488
GTEX-WRHU-2826-SM-3MJG8,GTEX,Skin,4.588,3.924,13.75,12.33,13.44,5.53,3.302,5.736,3.427,7.81
GTEX-11NUK-1226-SM-5P9GM,GTEX,Liver,4.769,8.321,12.37,14.54,13.17,3.729,4.46,3.525,5.099,11.05
TCGA-KL-8336-01,TCGA,Kidney Chromophobe,3.171,3.546,10.89,12.54,12.18,4.198,4.826,3.06,1.876,7.028
TCGA-DU-8161-01,TCGA,Brain Lower Grade Glioma,5.89,3.911,14.85,10.1,9.505,5.942,5.767,5.298,0.6229,1.056
GTEX-XQ3S-1626-SM-4WAYN,GTEX,Adipose,3.121,3.494,12.3,11.16,11.0,2.891,4.245,8.944,1.834,3.121
TCGA-F1-6874-01,TCGA,Stomach Adenocarcinoma,7.042,6.599,13.64,14.1,14.27,8.446,8.313,11.16,6.112,7.965
TCGA-D8-A1JE-01,TCGA,Breast Invasive Carcinoma,4.903,2.882,9.623,11.07,12.49,3.88,2.975,2.882,3.831,1.305
TCGA-ZF-A9R2-01,TCGA,Bladder Urothelial Carcinoma,1.759,0.0,11.07,14.05,13.65,2.315,1.759,1.373,4.145,4.438
TARGET-20-PASCFW-09,TARGET,Acute Myeloid Leukemia,8.528,7.145,2.288,9.614,6.194,5.642,4.967,11.23,3.132,0.0
TCGA-CV-7428-01,TCGA,Head & Neck Squamous Cell Carcinoma,8.473,4.846,13.54,12.66,12.88,7.394,7.575,8.925,3.83,11.78
TCGA-LN-A9FP-01,TCGA,Esophageal Carcinoma,2.801,7.851,17.36,11.99,12.24,6.477,5.608,11.32,4.947,10.98
GTEX-ZPCL-1726-SM-57WEO,GTEX,Small Intestine,4.855,5.109,11.68,13.24,13.35,4.545,5.375,2.376,0.0,6.453
TCGA-JY-A6FB-01,TCGA,Esophageal Carcinoma,4.69,1.056,12.83,15.17,15.8,3.624,3.745,4.462,4.778,8.016
GTEX-X15G-1526-SM-4PQZM,GTEX,Colon,3.003,3.289,10.86,11.63,11.88,2.647,3.91,9.554,0.0,3.731
GTEX-YJ89-0011-R2b-SM-4RGLT,GTEX,Brain,3.432,5.751,10.32,9.902,10.14,3.143,3.143,4.979,0.0,4.059
GTEX-Y3I4-1226-SM-4TT8N,GTEX,Esophagus,3.386,7.954,12.79,12.89,13.35,5.791,5.937,4.755,1.75,10.58
TCGA-LP-A4AX-01,TCGA,Cervical & Endocervical Cancer,6.149,7.952,11.92,12.56,11.67,7.65,8.912,10.31,7.277,8.465
TCGA-HV-A7OP-01,TCGA,Pancreatic Adenocarcinoma,0.0,3.875,9.935,9.895,14.02,5.393,4.537,1.438,3.875,3.493
GTEX-13PLJ-0126-SM-5L3HU,GTEX,Adipose,5.095,6.736,11.48,12.82,10.85,4.137,5.903,8.7,6.63,6.468
TCGA-A6-2683-11,TCGA,Colon Adenocarcinoma,5.404,7.734,12.28,11.36,14.0,3.13,5.359,2.899,4.6,7.562
GTEX-WH7G-1526-SM-4LVMX,GTEX,Stomach,3.085,0.0,12.62,10.81,11.6,0.0,3.855,5.319,0.0,3.319
TCGA-2G-AALG-01,TCGA,Testicular Germ Cell Tumor,5.387,7.965,10.32,10.93,13.71,4.379,5.857,4.616,6.433,8.734
TCGA-HC-A6AN-01,TCGA,Prostate Adenocarcinoma,2.378,4.22,10.82,11.63,12.77,3.469,4.615,5.054,2.594,1.422
GTEX-PLZ5-1526-SM-3P5ZX,GTEX,Testis,3.47,6.183,11.41,9.724,11.6,6.732,4.616,3.47,5.888,6.465
TCGA-05-4417-01,TCGA,Lung Adenocarcinoma,5.726,9.226,12.38,12.51,12.82,8.205,7.479,9.077,7.692,4.432
GTEX-ZDTS-0826-SM-4WKHL,GTEX,Skin,6.734,2.629,13.34,13.66,13.52,4.751,3.891,4.443,4.193,8.187
GTEX-WOFM-0726-SM-3MJF8,GTEX,Adipose,5.27,4.892,13.08,13.94,11.36,4.892,4.792,11.27,0.9921,5.739
GTEX-XPVG-2026-SM-4B65E,GTEX,Prostate,3.43,3.67,12.09,12.92,12.46,4.669,4.361,9.159,1.976,5.013
TCGA-78-8655-01,TCGA,Lung Adenocarcinoma,5.93,7.293,11.99,13.19,13.76,6.055,6.612,5.172,3.478,5.244
GTEX-W5WG-1726-SM-4LMI5,GTEX,Stomach,2.418,4.869,11.11,12.04,12.0,1.665,4.869,5.069,0.0,4.973
GTEX-WFG7-0001-SM-3P61S,GTEX,Cells,11.07,13.96,4.65,10.6,8.741,1.353,9.144,0.0,9.99,0.8299
TCGA-ED-A7PX-01,TCGA,Liver Hepatocellular Carcinoma,0.9224,2.196,11.15,12.06,11.63,3.554,7.996,2.861,4.933,11.88
TCGA-D3-A1Q5-06,TCGA,Skin Cutaneous Melanoma,2.749,4.934,11.48,14.11,11.67,10.04,3.936,4.183,6.02,0.9664
TCGA-CV-7183-11,TCGA,Head & Neck Squamous Cell Carcinoma,5.308,0.9244,11.72,10.6,13.21,2.457,3.942,5.097,3.033,6.15
GTEX-WXYG-1726-SM-4ONCU,GTEX,Colon,8.158,4.627,11.43,10.72,11.23,4.071,5.387,7.805,0.0,0.0
GTEX-SNMC-1626-SM-4DM52,GTEX,Nerve,0.0,1.785,11.34,11.72,13.5,3.725,1.152,6.055,1.152,5.531
TCGA-BQ-7044-11,TCGA,Kidney Papillary Cell Carcinoma,4.536,4.924,10.83,12.93,13.76,3.365,4.444,8.191,1.654,3.937
TCGA-97-7554-01,TCGA,Lung Adenocarcinoma,4.412,7.847,13.57,13.19,13.85,5.986,6.279,7.291,4.132,4.36
GTEX-XPVG-0526-SM-4B65N,GTEX,Kidney,5.972,5.423,11.37,13.78,13.02,2.929,4.659,5.347,1.072,4.594
GTEX-N7MT-0226-SM-48TC3,GTEX,Esophagus,4.44,4.229,11.86,12.72,11.81,4.229,5.13,6.364,0.0,3.304
GTEX-117YX-2326-SM-5H12W,GTEX,Skin,1.769,4.057,13.81,12.32,13.57,4.78,5.619,4.716,2.205,3.832
TCGA-D3-A51K-06,TCGA,Skin Cutaneous Melanoma,2.602,5.921,6.528,10.86,11.76,6.17,9.139,1.822,0.0,3.633
TCGA-AA-3663-11,TCGA,Colon Adenocarcinoma,5.427,8.623,11.59,11.29,13.33,5.365,5.863,6.283,5.013,5.09
TCGA-DD-AADN-01,TCGA,Liver Hepatocellular Carcinoma,5.312,6.018,8.965,11.12,7.977,7.779,8.813,0.0,5.739,13.02
TCGA-BB-8601-01,TCGA,Head & Neck Squamous Cell Carcinoma,4.373,1.571,12.44,12.68,11.7,3.303,2.79,5.302,2.306,12.44
GTEX-12WSJ-1226-SM-5LU91,GTEX,Ovary,0.0,0.0,10.96,10.51,11.85,0.0,3.292,2.591,0.0,3.292
TCGA-SS-A7HO-01,TCGA,Colon Adenocarcinoma,3.768,2.632,9.326,13.23,13.51,7.898,3.844,5.844,5.461,10.3
TCGA-KN-8431-01,TCGA,Kidney Chromophobe,2.296,1.851,10.79,13.87,12.55,0.0,3.141,4.361,0.0,5.372
TCGA-P5-A736-01,TCGA,Brain Lower Grade Glioma,8.774,2.871,11.93,9.137,10.05,2.681,3.189,4.03,0.0,1.89
GTEX-X585-1426-SM-4E3JO,GTEX,Esophagus,1.628,2.373,12.04,12.5,12.08,3.226,3.866,6.763,0.0,3.759
TCGA-2Y-A9H9-01,TCGA,Liver Hepatocellular Carcinoma,2.763,1.961,13.43,12.81,13.07,5.119,4.65,3.652,7.774,12.38
TCGA-EL-A4K9-01,TCGA,Thyroid Carcinoma,5.01,4.506,12.55,13.25,13.27,4.273,5.429,4.883,5.359,0.0
TCGA-BQ-7045-01,TCGA,Kidney Papillary Cell Carcinoma,6.632,3.22,12.33,11.1,13.38,4.872,5.099,7.94,0.0,0.0
TCGA-23-2077-01,TCGA,Ovarian Serous Cystadenocarcinoma,7.252,2.161,10.76,12.45,13.56,4.494,5.072,2.99,2.858,2.858
GTEX-X4EP-0011-R1A-SM-3P624,GTEX,Brain,7.736,5.466,9.486,13.14,10.31,6.012,7.071,8.443,4.326,3.307
GTEX-14ABY-0011-R6a-SM-5PNWR,GTEX,Brain,1.245,2.353,11.26,10.76,10.45,1.245,4.006,1.245,0.0,5.396
GTEX-145ME-0726-SM-5O9A3,GTEX,Adipose,6.037,4.943,12.96,12.65,11.21,5.532,5.856,8.265,2.287,7.012
TCGA-ZU-A8S4-01,TCGA,Cholangiocarcinoma,3.727,2.483,10.41,12.37,12.07,6.548,9.041,6.948,6.662,7.358
GTEX-YEC4-0226-SM-4W1YG,GTEX,Heart,3.911,5.891,10.63,13.58,12.74,0.0,8.32,7.603,2.412,2.678
GTEX-W5X1-0826-SM-3GILN,GTEX,Heart,3.446,4.474,10.0,13.54,12.24,3.779,7.14,7.038,0.0,1.272
GTEX-12ZZY-0726-SM-5EQ66,GTEX,Skin,6.846,3.527,13.94,12.68,13.8,4.343,3.91,5.596,2.173,7.491
GTEX-12ZZZ-3126-SM-5LZU6,GTEX,Brain,2.237,4.754,7.619,11.37,7.757,3.075,0.0,2.846,0.0,11.06
TCGA-IN-A7NU-01,TCGA,Stomach Adenocarcinoma,5.977,6.87,12.3,10.71,12.52,7.055,8.611,5.931,6.109,8.397
TCGA-CU-A0YO-01,TCGA,Bladder Urothelial Carcinoma,4.401,5.558,13.29,12.72,13.8,5.837,5.558,7.025,3.931,2.122
TCGA-RC-A7SK-01,TCGA,Liver Hepatocellular Carcinoma,2.939,3.949,11.98,12.63,12.45,3.841,2.939,1.688,0.0,9.852
GTEX-ZC5H-0126-SM-4WAYL,GTEX,Adipose,0.0,3.701,11.9,13.28,9.804,4.154,4.644,6.527,0.0,1.766
TARGET-50-PAKRCC-01,TARGET,Wilms Tumor,3.63,0.0,6.324,11.98,11.66,0.6247,4.109,0.0,2.555,3.808
TCGA-EO-A3AS-01,TCGA,Uterine Corpus Endometrioid Carcinoma,5.285,1.513,11.86,13.21,12.06,2.905,5.647,4.894,6.535,6.88
TCGA-BR-A44T-01,TCGA,Stomach Adenocarcinoma,7.625,14.74,12.27,11.27,11.45,8.267,9.253,7.519,6.225,5.55
TCGA-WK-A8XS-01,TCGA,Sarcoma,4.216,2.103,11.17,11.35,10.05,3.445,3.583,7.083,3.826,6.689
GTEX-Y5V6-0008-SM-4V6FV,GTEX,Cells,0.0,3.642,12.9,12.61,11.5,0.0,0.0,8.304,0.9133,7.866
TCGA-J8-A3YE-01,TCGA,Thyroid Carcinoma,0.6289,1.4,13.37,13.55,12.61,3.874,3.641,4.767,1.672,0.0
TCGA-C8-A274-01,TCGA,Breast Invasive Carcinoma,4.331,2.851,7.788,11.7,13.87,4.365,3.465,0.0,3.798,0.9682
TARGET-50-PAJLUJ-06,TARGET,Wilms Tumor,2.749,3.063,10.56,11.42,12.21,1.788,1.398,7.2,3.321,5.573
GTEX-14BMV-0126-SM-5S2PO,GTEX,Skin,6.279,3.158,13.73,12.39,13.43,3.158,1.865,3.533,2.312,8.434
TARGET-20-PARIMT-03,TARGET,Acute Myeloid Leukemia,9.844,9.175,0.0,10.39,5.363,6.589,7.209,8.198,1.24,1.24
GTEX-REY6-0826-SM-2TF4S,GTEX,Muscle,0.0,4.227,12.58,14.51,10.2,2.185,4.227,4.358,0.0,0.0
TCGA-EM-A3FP-01,TCGA,Thyroid Carcinoma,3.866,5.629,9.995,13.98,12.79,4.972,8.315,3.732,2.082,0.0
GTEX-X4EP-0011-R2B-SM-3P625,GTEX,Brain,7.239,4.683,9.473,13.5,9.867,7.633,8.146,9.635,0.9907,3.568
TCGA-GL-A59R-11,TCGA,Kidney Papillary Cell Carcinoma,5.056,3.221,11.57,13.63,13.97,1.623,4.054,5.611,2.043,4.64
TCGA-BH-A5IZ-01,TCGA,Breast Invasive Carcinoma,8.353,4.687,11.25,11.0,13.13,2.944,3.847,7.543,3.278,4.093
TCGA-AB-2883-03,TCGA,Acute Myeloid Leukemia,5.234,8.308,5.548,10.51,7.595,2.976,5.234,0.0,0.0,4.579
TCGA-EL-A3MX-11,TCGA,Thyroid Carcinoma,3.484,3.132,12.24,14.5,13.26,2.288,3.914,4.418,0.5708,0.5708
TCGA-AK-3431-01,TCGA,Kidney Clear Cell Carcinoma,0.0,4.2,12.86,14.77,11.2,3.928,4.672,6.842,6.293,6.203
GTEX-13112-0011-R1b-SM-5HL7K,GTEX,Brain,0.0,2.256,9.673,10.87,8.739,2.256,2.256,3.096,0.0,3.384
GTEX-PVOW-0426-SM-5MR5R,GTEX,Heart,5.57,5.353,11.83,13.62,11.9,5.025,6.503,3.837,1.412,0.0
TCGA-LB-A8F3-01,TCGA,Pancreatic Adenocarcinoma,6.543,2.123,10.93,12.32,12.49,7.216,4.884,6.948,6.868,8.701
GTEX-T6MN-0011-R2A-SM-32QOW,GTEX,Brain,4.083,3.5,10.19,11.84,10.13,4.611,1.931,3.515,3.375,2.919
TCGA-C4-A0F1-01,TCGA,Bladder Urothelial Carcinoma,5.58,3.618,14.16,12.1,12.38,5.414,3.716,8.35,6.083,11.18
GTEX-139YR-1726-SM-5IFFK,GTEX,Esophagus,4.517,9.458,12.74,14.6,13.13,5.172,4.422,5.857,2.428,8.306
GTEX-WHSB-0526-SM-4M1XM,GTEX,Esophagus,2.532,3.782,12.65,10.87,11.61,2.067,3.605,4.935,2.067,4.729
GTEX-13O3O-0011-R8b-SM-5LUAL,GTEX,Brain,2.048,3.144,10.36,10.33,9.972,3.759,5.384,3.379,3.582,4.189
TARGET-20-PATIAK-09,TARGET,Acute Myeloid Leukemia,10.35,8.725,0.0,11.98,6.695,2.126,6.534,4.515,1.817,1.817
GTEX-X3Y1-0008-SM-4PR12,GTEX,Cells,0.0,3.164,12.71,13.16,11.9,0.0,1.218,9.054,0.0,5.826
GTEX-11GSO-0011-R2a-SM-57WDF,GTEX,Brain,1.384,4.096,10.86,11.33,10.17,3.178,2.895,3.723,0.0,4.455
TCGA-EJ-5518-01,TCGA,Prostate Adenocarcinoma,3.594,3.594,12.27,14.18,13.67,3.542,4.206,7.328,1.435,1.993
TCGA-B8-A54I-01,TCGA,Kidney Clear Cell Carcinoma,5.155,8.24,12.64,14.98,11.29,6.565,7.392,7.145,3.193,2.02
TCGA-SR-A6MT-01,TCGA,Pheochromocytoma & Paraganglioma,2.822,3.559,6.566,11.78,8.419,2.822,3.857,3.731,0.7436,1.596
TCGA-GV-A3QG-01,TCGA,Bladder Urothelial Carcinoma,5.749,12.22,13.46,12.88,12.27,7.858,8.371,10.07,5.371,11.61
TCGA-WB-A80Y-01,TCGA,Pheochromocytoma & Paraganglioma,1.918,1.918,7.175,11.29,7.861,1.512,3.072,0.9457,1.512,0.9457
TCGA-E7-A4XJ-01,TCGA,Bladder Urothelial Carcinoma,5.211,2.586,11.4,13.61,13.31,3.323,1.001,0.0,3.171,7.556
GTEX-ZV68-0326-SM-59HJG,GTEX,Nerve,1.247,2.356,11.61,12.66,13.62,3.208,2.699,8.57,0.0,6.561
TCGA-W5-AA2Z-01,TCGA,Cholangiocarcinoma,5.494,1.663,12.2,13.65,13.2,3.651,6.478,6.792,4.079,8.091
TCGA-A8-A076-01,TCGA,Breast Invasive Carcinoma,5.495,5.477,9.125,10.61,16.7,5.764,3.973,2.699,4.475,5.659
TCGA-IC-A6RE-11,TCGA,Esophageal Carcinoma,5.587,10.65,13.65,12.01,14.68,4.794,6.204,5.452,4.091,7.596
GTEX-11TUW-1126-SM-5EQKJ,GTEX,Heart,3.182,3.622,11.22,14.05,11.88,3.799,6.235,11.35,2.548,1.387
TCGA-D6-A6EN-01,TCGA,Head & Neck Squamous Cell Carcinoma,8.742,4.208,11.64,11.66,11.82,8.886,8.594,7.34,4.048,9.259
GTEX-ZVZQ-0426-SM-59HLT,GTEX,Adipose,6.344,2.699,13.78,12.02,13.73,5.132,3.934,5.381,1.07,7.57
GTEX-13SLW-0326-SM-5RQK5,GTEX,Muscle,0.0,2.224,11.87,12.97,11.31,3.587,4.131,6.954,1.504,2.702
GTEX-ZZ64-1326-SM-5E444,GTEX,Artery,1.699,2.726,12.39,10.06,12.5,3.856,4.553,5.07,1.699,2.458
GTEX-13O61-2026-SM-5J2M6,GTEX,Testis,1.824,6.609,10.24,8.719,11.49,6.664,3.777,4.131,6.57,7.298
TCGA-LL-A442-01,TCGA,Breast Invasive Carcinoma,6.1,0.5489,6.527,14.18,14.05,3.422,2.493,2.369,0.0,1.256
TCGA-EE-A2MR-06,TCGA,Skin Cutaneous Melanoma,6.556,12.24,11.42,10.13,12.83,7.977,9.599,5.931,7.893,4.854
TCGA-DU-6401-01,TCGA,Brain Lower Grade Glioma,5.354,0.7354,14.45,11.48,10.65,4.854,6.3,6.371,0.0,0.7354
GTEX-1313W-0011-R3a-SM-5EGLI,GTEX,Brain,1.995,2.454,9.478,10.54,8.625,1.995,2.454,4.241,1.318,2.454
GTEX-RU1J-1726-SM-2TF5S,GTEX,Muscle,0.0,2.011,11.41,13.77,11.41,0.0,0.0,4.014,0.0,0.0
TCGA-AG-3732-11,TCGA,Rectum Adenocarcinoma,4.71,7.841,11.89,9.821,12.47,2.99,4.39,5.473,4.505,6.208
GTEX-13G51-2526-SM-5LZYK,GTEX,Skin,3.425,3.579,13.29,11.3,13.51,3.964,4.267,3.742,2.825,8.05
